"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"WIT","Wipro Limited","11.04","26835074721.6","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/wit",
"WIX","Wix.com Ltd.","37.66","1516675380.36","n/a","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/wix",
"WDAY","Workday, Inc.","80.7","15897900000","n/a","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/wday",
"WK","Workiva Inc.","16.78","688965153.8","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/wk",
"JMU","Wowo Limited","3.39","39417608.07","11627613","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/jmu",
"WPPGY","WPP plc","115.33","1959692203.86","16992042","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/wppgy",
"WSCI","WSI Industries Inc.","3.37","9838715","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/wsci",
"XTLY","Xactly Corporation","13.39","403402484.94","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/xtly",
"XLNX","Xilinx, Inc.","52.19","13229232051.56","n/a","1990","Technology","Semiconductors","http://www.nasdaq.com/symbol/xlnx",
"XPLR","Xplore Technologies Corp","2.5","27316355","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/xplr",
"XNET","Xunlei Limited","5.5","148321409.5","26967529","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/xnet",
"YHOO","Yahoo! Inc.","42.7","40641116464.9","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/yhoo",
"YNDX","Yandex N.V.","22.87","7339679574.46","n/a","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/yndx",
"YGE","Yingli Green Energy Holding Company Limited","4.27","77613129.79","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/yge",
"YUME","YuMe, Inc.","3.46","118529455.28","n/a","2013","Technology","Advertising","http://www.nasdaq.com/symbol/yume",
"YY","YY Inc.","49.08","1856755492.32","37831204","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/yy",
"ZBRA","Zebra Technologies Corporation","66.89","3529577338.99","n/a","1991","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/zbra",
"ZDGE","Zedge, Inc.","4.54","42273964.84","n/a","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/zdge",
"ZEN","Zendesk, Inc.","30.05","2818901251.5","n/a","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/zen",
"ZPIN","Zhaopin Limited","15.49","967212406.65","n/a","2014","Technology","Professional Services","http://www.nasdaq.com/symbol/zpin",
"ZIXI","Zix Corporation","3.67","195528663.55","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/zixi",
"ZNGA","Zynga Inc.","2.66","2346354455.06","n/a","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/znga",
